id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0
scaffold12946-25937	4	7.391e-01	4.149e+00	3.094e+00	1.799e-01	5.331e-01	2.844e-01	5.073e+01	3.802e+01	6.006e+00	4.050e+00
scaffold12946-26003	4	7.872e-01	3.894e+00	3.008e+00	1.954e-01	5.237e-01	2.897e-01	3.748e+01	3.344e+01	4.425e+00	3.055e+00
scaffold129670-9425	4	7.033e-01	3.046e+00	3.408e+00	3.714e-01	5.063e-01	2.827e-01	6.248e+01	3.650e+01	6.047e+00	4.176e+00
scaffold129706-10565	4	7.333e-01	4.336e+00	3.120e+00	1.646e-01	5.175e-01	2.841e-01	5.730e+01	3.704e+01	5.649e+00	3.561e+00
scaffold129719-11576	4	7.981e-01	4.032e+00	3.077e+00	1.900e-01	5.411e-01	2.843e-01	3.869e+01	3.341e+01	3.402e+00	3.011e+00
scaffold129819-4541	4	7.589e-01	2.902e+00	3.155e+00	3.576e-01	5.332e-01	2.797e-01	4.818e+01	3.406e+01	4.464e+00	3.269e+00
scaffold129819-4616	4	7.834e-01	3.940e+00	3.166e+00	2.133e-01	5.508e-01	2.780e-01	3.954e+01	3.310e+01	3.929e+00	3.203e+00
scaffold129821-8015	4	7.929e-01	-2.342e+00	2.507e+00	3.504e-01	5.344e-01	2.891e-01	2.891e+01	3.116e+01	8.881e+00	2.840e+00
scaffold129821-8746	4	8.056e-01	-1.564e+00	2.547e+00	5.390e-01	5.205e-01	2.821e-01	2.948e+01	3.235e+01	7.774e+00	3.148e+00
scaffold129821-9314	4	8.074e-01	3.475e+00	2.772e+00	2.100e-01	5.194e-01	2.895e-01	2.810e+01	3.018e+01	3.607e+00	2.961e+00
scaffold129821-9383	4	8.001e-01	8.552e-01	2.349e+00	7.158e-01	5.463e-01	2.866e-01	2.603e+01	3.044e+01	7.762e+00	3.013e+00
scaffold129821-9386	4	8.021e-01	-1.435e+00	3.024e+00	6.351e-01	5.294e-01	2.816e-01	2.611e+01	2.923e+01	8.029e+00	3.638e+00
scaffold129912-7068	4	7.839e-01	-1.043e-01	2.465e+00	9.663e-01	5.499e-01	2.858e-01	3.175e+01	3.273e+01	9.387e+00	3.700e+00
scaffold129918-9392	4	7.829e-01	-7.091e-02	2.645e+00	9.786e-01	5.394e-01	2.808e-01	3.332e+01	3.444e+01	7.215e+00	3.113e+00
scaffold1301-3388	4	7.972e-01	1.246e+00	2.117e+00	5.561e-01	5.297e-01	2.851e-01	2.495e+01	2.988e+01	4.527e+00	2.702e+00
scaffold1301-8342	4	7.423e-01	1.724e+00	2.273e+00	4.482e-01	5.143e-01	2.887e-01	5.085e+01	3.907e+01	5.704e+00	3.716e+00
scaffold13024-18137	4	7.432e-01	5.361e+00	4.209e+00	2.028e-01	5.126e-01	2.887e-01	5.338e+01	3.410e+01	4.666e+00	3.522e+00
scaffold13024-18649	4	6.907e-01	5.002e+00	3.550e+00	1.588e-01	5.043e-01	2.835e-01	6.578e+01	3.756e+01	6.134e+00	3.887e+00
scaffold130369-15131	4	7.838e-01	3.850e+00	3.202e+00	2.293e-01	5.316e-01	2.905e-01	4.033e+01	3.262e+01	3.985e+00	3.105e+00
scaffold130369-15359	4	7.755e-01	3.297e+00	2.678e+00	2.183e-01	5.292e-01	2.917e-01	3.927e+01	3.300e+01	3.902e+00	3.069e+00
scaffold130369-16234	4	7.185e-01	3.304e+00	3.031e+00	2.758e-01	5.382e-01	2.852e-01	5.861e+01	3.542e+01	5.069e+00	3.429e+00
scaffold130369-16270	4	6.524e-01	5.114e+00	4.289e+00	2.331e-01	5.056e-01	2.916e-01	7.315e+01	3.684e+01	6.245e+00	3.906e+00
scaffold130369-16291	4	7.520e-01	6.598e+00	4.128e+00	1.100e-01	5.365e-01	2.856e-01	5.175e+01	3.418e+01	3.877e+00	3.605e+00
scaffold130369-16313	4	7.471e-01	5.414e+00	3.564e+00	1.287e-01	5.206e-01	2.830e-01	5.284e+01	3.565e+01	3.383e+00	3.297e+00
scaffold13046-9860	4	7.903e-01	4.575e+00	2.778e+00	9.956e-02	5.273e-01	2.858e-01	2.987e+01	3.052e+01	3.040e+00	3.026e+00
scaffold13046-9869	4	8.044e-01	3.998e+00	2.878e+00	1.648e-01	5.345e-01	2.857e-01	2.855e+01	3.042e+01	3.006e+00	2.765e+00
scaffold13046-9872	4	7.600e-01	2.964e+00	2.858e+00	2.996e-01	5.053e-01	2.905e-01	4.720e+01	3.662e+01	4.776e+00	3.524e+00
scaffold13046-9891	4	7.358e-01	4.053e+00	3.859e+00	2.936e-01	5.068e-01	2.821e-01	5.676e+01	3.644e+01	6.099e+00	3.761e+00
scaffold13079-10745	4	8.006e-01	1.473e+00	2.579e+00	5.679e-01	5.281e-01	2.833e-01	3.033e+01	3.280e+01	5.493e+00	2.950e+00
scaffold13087-21464	4	6.978e-01	6.868e+00	4.247e+00	1.058e-01	4.929e-01	2.833e-01	6.111e+01	3.776e+01	5.602e+00	4.431e+00
scaffold130883-8893	4	7.965e-01	6.231e+00	4.009e+00	1.201e-01	5.220e-01	2.873e-01	3.482e+01	3.319e+01	4.305e+00	3.083e+00
scaffold130883-8910	4	7.425e-01	3.776e+00	3.587e+00	2.926e-01	5.190e-01	2.796e-01	4.576e+01	3.553e+01	4.064e+00	3.625e+00
scaffold130919-11121	4	7.846e-01	3.219e+00	2.685e+00	2.306e-01	5.336e-01	2.831e-01	3.547e+01	3.615e+01	4.252e+00	3.099e+00
scaffold13101-9785	4	7.847e-01	3.643e+00	3.750e+00	3.313e-01	5.282e-01	2.847e-01	4.039e+01	3.539e+01	4.438e+00	3.349e+00
scaffold131178-16394	4	7.985e-01	-2.617e-01	2.300e+00	9.094e-01	5.273e-01	2.831e-01	2.563e+01	3.060e+01	7.924e+00	2.989e+00
scaffold131178-16411	4	7.755e-01	1.978e+00	2.742e+00	4.705e-01	5.086e-01	2.851e-01	4.128e+01	3.624e+01	6.591e+00	3.210e+00
scaffold131178-17995	4	7.905e-01	2.694e+00	3.261e+00	4.087e-01	5.118e-01	2.951e-01	3.651e+01	3.332e+01	6.012e+00	3.265e+00
scaffold131178-27372	4	8.045e-01	-1.637e+00	3.054e+00	5.920e-01	5.507e-01	2.852e-01	2.484e+01	2.891e+01	1.016e+01	3.576e+00
scaffold131199-731	4	7.969e-01	-7.769e-01	1.922e+00	6.860e-01	5.249e-01	2.908e-01	2.554e+01	3.059e+01	6.081e+00	3.072e+00
scaffold131209-11151	4	7.859e-01	4.532e+00	3.866e+00	2.411e-01	5.227e-01	2.901e-01	3.917e+01	3.297e+01	4.015e+00	3.018e+00
scaffold13126-2405	4	7.212e-01	2.945e+00	2.955e+00	3.191e-01	5.170e-01	2.937e-01	5.476e+01	3.699e+01	4.853e+00	3.596e+00
scaffold131293-8681	4	7.708e-01	8.160e-01	3.700e+00	8.254e-01	5.301e-01	2.867e-01	3.874e+01	3.488e+01	1.056e+01	3.792e+00
scaffold131293-8713	4	7.894e-01	1.215e+00	3.179e+00	7.024e-01	5.422e-01	2.927e-01	3.436e+01	3.253e+01	7.662e+00	3.130e+00
scaffold131293-8726	4	7.795e-01	-6.982e-01	2.923e+00	8.112e-01	5.238e-01	2.925e-01	3.370e+01	3.364e+01	8.004e+00	3.453e+00
scaffold131293-8742	4	7.828e-01	2.583e+00	4.051e+00	5.238e-01	5.497e-01	2.790e-01	3.415e+01	3.384e+01	1.130e+01	3.304e+00
scaffold131293-8862	4	7.578e-01	3.018e+00	2.911e+00	2.999e-01	5.176e-01	2.831e-01	4.513e+01	3.588e+01	5.996e+00	3.217e+00
scaffold131293-8867	4	7.912e-01	4.972e-01	2.782e+00	8.581e-01	5.318e-01	2.861e-01	3.570e+01	3.418e+01	6.509e+00	3.384e+00
scaffold131293-8879	4	8.024e-01	4.898e-01	2.821e+00	8.622e-01	5.441e-01	2.880e-01	2.423e+01	3.049e+01	7.372e+00	3.643e+00
scaffold131293-11662	4	7.840e-01	1.194e+00	3.026e+00	6.931e-01	5.291e-01	2.802e-01	3.610e+01	3.198e+01	9.467e+00	3.209e+00
scaffold131293-12868	4	7.951e-01	6.307e+00	3.978e+00	1.128e-01	5.166e-01	2.917e-01	3.878e+01	3.497e+01	5.824e+00	3.467e+00
scaffold131293-13601	4	8.094e-01	-9.330e-02	2.469e+00	9.699e-01	5.344e-01	2.834e-01	2.147e+01	2.761e+01	6.866e+00	3.205e+00
scaffold131293-13637	4	7.686e-01	-1.299e+00	2.898e+00	6.540e-01	5.150e-01	2.828e-01	4.221e+01	3.537e+01	1.089e+01	3.695e+00
scaffold131293-13761	4	7.845e-01	-2.434e-02	2.607e+00	9.925e-01	5.314e-01	2.885e-01	3.673e+01	3.439e+01	6.093e+00	3.134e+00
scaffold13131-1072	4	7.979e-01	2.540e+00	3.720e+00	4.948e-01	5.362e-01	2.912e-01	3.268e+01	3.302e+01	6.629e+00	3.127e+00
scaffold13132-13646	4	7.573e-01	3.434e+00	2.807e+00	2.211e-01	5.348e-01	2.791e-01	4.969e+01	3.553e+01	5.789e+00	3.379e+00
scaffold13132-14204	4	7.840e-01	5.387e+00	4.065e+00	1.851e-01	5.254e-01	2.822e-01	4.396e+01	3.390e+01	4.887e+00	3.336e+00
scaffold13132-15061	4	7.963e-01	2.745e+00	2.456e+00	2.638e-01	5.226e-01	2.859e-01	2.916e+01	2.942e+01	3.954e+00	2.962e+00
scaffold13132-15132	4	8.040e-01	3.394e+00	2.877e+00	2.380e-01	5.385e-01	2.836e-01	2.556e+01	2.898e+01	4.444e+00	2.746e+00
scaffold13132-15139	4	8.054e-01	1.497e+00	1.825e+00	4.121e-01	5.483e-01	2.829e-01	2.293e+01	2.884e+01	4.701e+00	2.538e+00
scaffold13132-15142	4	7.826e-01	2.425e+00	2.754e+00	3.787e-01	5.398e-01	2.760e-01	3.771e+01	3.519e+01	5.002e+00	3.218e+00
scaffold131448-4347	4	7.765e-01	1.606e+00	2.003e+00	4.225e-01	5.376e-01	2.889e-01	3.691e+01	3.439e+01	5.611e+00	3.248e+00
scaffold131448-4411	4	7.932e-01	1.495e+00	2.344e+00	5.236e-01	5.251e-01	2.871e-01	3.036e+01	3.079e+01	5.011e+00	2.935e+00
scaffold131515-12908	4	7.967e-01	7.132e-01	2.962e+00	8.097e-01	5.280e-01	2.876e-01	3.196e+01	3.341e+01	6.115e+00	2.939e+00
scaffold131770-301	4	7.165e-01	3.166e+00	3.603e+00	3.795e-01	5.132e-01	2.826e-01	5.617e+01	3.646e+01	6.181e+00	4.000e+00
scaffold131770-427	4	7.954e-01	2.357e+00	2.438e+00	3.337e-01	5.375e-01	2.886e-01	3.307e+01	3.413e+01	3.976e+00	3.039e+00
scaffold131893-12157	4	7.986e-01	-1.308e+00	2.351e+00	5.781e-01	5.383e-01	2.822e-01	2.779e+01	3.043e+01	6.615e+00	3.270e+00
scaffold131933-2908	4	7.619e-01	-3.615e+00	4.141e+00	3.827e-01	5.151e-01	2.860e-01	4.740e+01	3.514e+01	1.139e+01	3.975e+00
scaffold131989-3182	4	7.997e-01	4.580e+00	3.003e+00	1.272e-01	5.454e-01	2.792e-01	2.934e+01	2.972e+01	4.504e+00	3.171e+00
scaffold13209-7151	4	7.595e-01	-6.345e-01	3.426e+00	8.531e-01	5.192e-01	2.817e-01	4.580e+01	3.593e+01	8.300e+00	3.464e+00
scaffold13209-7173	4	8.084e-01	1.303e+00	2.447e+00	5.945e-01	5.272e-01	2.855e-01	2.453e+01	3.082e+01	5.286e+00	2.872e+00
scaffold13209-16833	4	7.775e-01	-1.220e+00	2.328e+00	6.003e-01	5.190e-01	2.860e-01	4.077e+01	3.390e+01	8.967e+00	3.004e+00
scaffold13209-16836	4	7.958e-01	2.400e+00	2.892e+00	4.065e-01	5.460e-01	2.859e-01	2.978e+01	3.095e+01	5.232e+00	3.055e+00
scaffold13209-16854	4	7.952e-01	-7.472e-01	2.547e+00	7.693e-01	5.292e-01	2.858e-01	2.588e+01	2.886e+01	9.408e+00	4.418e+00
scaffold13209-16901	4	7.882e-01	1.199e-01	2.069e+00	9.538e-01	5.190e-01	2.948e-01	2.755e+01	3.033e+01	6.463e+00	2.796e+00
scaffold132172-8612	4	7.845e-01	6.216e+00	3.795e+00	1.015e-01	5.202e-01	2.789e-01	4.169e+01	3.532e+01	3.887e+00	3.329e+00
scaffold132221-10451	4	7.780e-01	3.642e+00	3.375e+00	2.805e-01	5.254e-01	2.898e-01	4.169e+01	3.432e+01	4.357e+00	3.101e+00
scaffold132262-86	4	7.723e-01	3.006e+00	2.953e+00	3.088e-01	5.388e-01	2.863e-01	4.208e+01	3.695e+01	4.556e+00	3.158e+00
scaffold132356-9693	4	7.616e-01	-1.482e+00	2.912e+00	6.108e-01	5.275e-01	2.905e-01	4.057e+01	3.788e+01	9.903e+00	4.194e+00
scaffold132356-9862	4	7.921e-01	1.230e+00	3.410e+00	7.182e-01	5.422e-01	2.844e-01	2.692e+01	2.979e+01	7.274e+00	2.835e+00
scaffold132395-16903	4	7.885e-01	3.615e+00	3.036e+00	2.337e-01	5.367e-01	2.924e-01	3.801e+01	3.461e+01	5.056e+00	3.170e+00
scaffold132571-4115	4	7.380e-01	3.544e+00	3.294e+00	2.820e-01	5.242e-01	2.850e-01	5.237e+01	3.436e+01	4.362e+00	3.169e+00
scaffold132616-9238	4	7.908e-01	2.834e+00	2.855e+00	3.209e-01	5.170e-01	2.879e-01	3.224e+01	3.313e+01	7.418e+00	3.199e+00
scaffold132643-6108	4	7.729e-01	-2.064e+00	3.924e+00	5.989e-01	5.288e-01	2.830e-01	3.636e+01	3.352e+01	7.235e+00	3.120e+00
scaffold132643-6116	4	7.979e-01	1.228e-03	1.894e+00	9.995e-01	5.295e-01	2.923e-01	2.358e+01	2.953e+01	5.654e+00	2.733e+00
scaffold132688-10136	4	7.685e-01	3.620e-01	3.276e+00	9.120e-01	5.268e-01	2.883e-01	3.886e+01	3.288e+01	9.413e+00	3.725e+00
scaffold132688-10150	4	7.287e-01	-2.069e+00	3.711e+00	5.772e-01	5.318e-01	2.863e-01	4.701e+01	4.203e+01	8.835e+00	3.769e+00
scaffold13269-5150	4	7.263e-01	3.006e+00	2.842e+00	2.902e-01	5.220e-01	2.867e-01	6.170e+01	3.587e+01	4.659e+00	3.389e+00
scaffold13269-5233	4	7.595e-01	5.617e+00	3.964e+00	1.565e-01	5.189e-01	2.861e-01	4.851e+01	3.467e+01	4.730e+00	3.418e+00
scaffold13269-5296	4	7.354e-01	5.079e+00	3.862e+00	1.885e-01	5.201e-01	2.880e-01	5.663e+01	3.717e+01	7.904e+00	3.905e+00
scaffold13269-16242	4	7.935e-01	4.068e+00	3.199e+00	2.034e-01	5.273e-01	2.824e-01	3.885e+01	3.402e+01	5.400e+00	3.038e+00
scaffold132790-1373	4	8.017e-01	1.294e+00	2.038e+00	5.255e-01	5.346e-01	2.899e-01	2.207e+01	2.699e+01	4.105e+00	2.740e+00
scaffold132831-2330	4	7.826e-01	3.579e+00	2.745e+00	1.923e-01	5.348e-01	2.886e-01	3.830e+01	3.409e+01	2.852e+00	2.912e+00
scaffold132831-2335	4	7.762e-01	7.794e+00	3.931e+00	4.738e-02	5.417e-01	2.849e-01	4.382e+01	3.404e+01	3.767e+00	3.218e+00
scaffold132831-2369	4	7.870e-01	4.571e+00	3.159e+00	1.479e-01	5.259e-01	2.856e-01	3.936e+01	3.348e+01	3.175e+00	3.090e+00
scaffold132943-4686	4	7.995e-01	-1.557e+00	2.120e+00	4.628e-01	5.264e-01	2.882e-01	2.998e+01	3.161e+01	8.844e+00	3.783e+00
scaffold132996-3510	4	7.954e-01	3.519e+00	4.198e+00	4.019e-01	5.379e-01	2.832e-01	3.285e+01	3.327e+01	7.388e+00	3.126e+00
scaffold132996-3942	4	7.882e-01	4.882e+00	3.783e+00	1.969e-01	5.229e-01	2.833e-01	3.533e+01	3.477e+01	4.698e+00	3.566e+00
scaffold132996-4003	4	7.768e-01	4.360e+00	2.998e+00	1.459e-01	5.355e-01	2.820e-01	3.990e+01	3.422e+01	4.603e+00	3.183e+00
scaffold133006-12845	4	7.174e-01	5.525e+00	4.089e+00	1.767e-01	5.071e-01	2.866e-01	5.951e+01	3.621e+01	3.419e+00	3.502e+00
scaffold133006-12885	4	7.211e-01	5.517e+00	3.536e+00	1.188e-01	5.209e-01	2.874e-01	5.766e+01	3.506e+01	3.011e+00	3.459e+00
scaffold133006-12893	4	7.177e-01	5.987e+00	4.149e+00	1.490e-01	5.231e-01	2.803e-01	5.800e+01	3.555e+01	3.149e+00	3.582e+00
scaffold133006-12926	4	6.536e-01	4.778e+00	3.610e+00	1.857e-01	4.962e-01	2.818e-01	7.306e+01	3.582e+01	4.529e+00	3.905e+00
scaffold13304-9724	4	6.867e-01	5.793e+00	4.032e+00	1.508e-01	5.168e-01	2.883e-01	6.440e+01	3.845e+01	5.180e+00	4.227e+00
scaffold133044-10078	4	7.730e-01	3.020e+00	3.391e+00	3.732e-01	5.215e-01	2.914e-01	4.323e+01	3.382e+01	4.309e+00	3.093e+00
scaffold133102-10189	4	7.633e-01	3.160e+00	3.133e+00	3.132e-01	5.318e-01	2.808e-01	4.424e+01	3.484e+01	4.769e+00	3.381e+00
scaffold133172-2300	4	7.979e-01	2.812e+00	2.463e+00	2.535e-01	5.249e-01	2.931e-01	2.913e+01	3.114e+01	4.178e+00	3.023e+00
scaffold133172-2370	4	7.938e-01	-7.403e-01	2.279e+00	7.453e-01	5.112e-01	2.828e-01	3.365e+01	3.273e+01	8.214e+00	3.012e+00
scaffold133172-2388	4	7.841e-01	1.696e+00	2.474e+00	4.930e-01	5.312e-01	2.835e-01	3.940e+01	3.427e+01	5.873e+00	3.106e+00
scaffold133172-2460	4	7.835e-01	2.293e+00	3.124e+00	4.630e-01	5.201e-01	2.965e-01	4.001e+01	3.408e+01	4.486e+00	3.141e+00
scaffold1332-16050	4	7.603e-01	1.384e+00	2.854e+00	6.276e-01	5.150e-01	2.773e-01	4.353e+01	3.805e+01	7.677e+00	3.849e+00
scaffold1332-19148	4	7.906e-01	-8.936e-01	3.179e+00	7.786e-01	5.362e-01	2.796e-01	3.763e+01	3.692e+01	8.054e+00	3.440e+00
scaffold133256-8491	4	7.977e-01	5.138e+00	3.119e+00	9.951e-02	5.335e-01	2.817e-01	3.148e+01	3.279e+01	2.953e+00	3.042e+00
scaffold133445-7290	4	7.559e-01	-3.002e+00	3.556e+00	3.986e-01	5.122e-01	2.855e-01	4.726e+01	3.467e+01	1.143e+01	3.639e+00
scaffold133445-7311	4	7.952e-01	6.032e-02	1.725e+00	9.721e-01	5.305e-01	2.832e-01	2.182e+01	2.976e+01	5.551e+00	2.655e+00
scaffold13354-9173	4	7.988e-01	7.333e-01	2.453e+00	7.650e-01	5.286e-01	2.878e-01	2.932e+01	3.180e+01	6.595e+00	2.958e+00
scaffold13355-9448	4	7.762e-01	2.384e+00	2.812e+00	3.966e-01	5.305e-01	2.772e-01	4.329e+01	3.562e+01	5.968e+00	3.162e+00
scaffold13355-9485	4	7.816e-01	4.039e-01	2.177e+00	8.528e-01	5.352e-01	2.905e-01	3.162e+01	3.213e+01	1.211e+01	3.574e+00
scaffold133761-452	4	7.885e-01	1.544e+00	2.377e+00	5.160e-01	5.310e-01	2.887e-01	3.721e+01	3.529e+01	9.755e+00	3.663e+00
scaffold133761-2552	4	7.683e-01	1.528e+00	2.474e+00	5.369e-01	5.184e-01	2.884e-01	4.424e+01	3.460e+01	5.917e+00	3.216e+00
scaffold133761-2709	4	8.127e-01	-1.012e+00	2.642e+00	7.018e-01	5.327e-01	2.843e-01	2.124e+01	2.733e+01	5.967e+00	2.767e+00
scaffold134005-961	4	7.929e-01	-2.014e-01	1.945e+00	9.175e-01	5.367e-01	2.835e-01	2.952e+01	3.071e+01	6.088e+00	2.963e+00
scaffold134024-2759	4	6.945e-01	4.163e+00	3.330e+00	2.112e-01	5.053e-01	2.842e-01	6.204e+01	4.023e+01	6.242e+00	4.449e+00
scaffold134117-9430	4	7.849e-01	3.188e+00	3.611e+00	3.773e-01	5.390e-01	2.798e-01	3.669e+01	3.359e+01	4.492e+00	3.035e+00
scaffold134117-9432	4	7.922e-01	7.057e+00	3.901e+00	7.043e-02	5.333e-01	2.787e-01	3.718e+01	3.296e+01	3.793e+00	3.216e+00
scaffold134117-9598	4	8.050e-01	-1.895e+00	2.482e+00	4.453e-01	5.049e-01	2.798e-01	2.721e+01	3.095e+01	7.410e+00	3.009e+00
scaffold134117-9668	4	7.986e-01	4.947e+00	3.119e+00	1.127e-01	5.316e-01	2.888e-01	3.061e+01	3.154e+01	3.993e+00	2.817e+00
scaffold134168-6502	4	7.856e-01	5.666e+00	3.750e+00	1.308e-01	5.399e-01	2.793e-01	3.449e+01	3.426e+01	3.844e+00	3.194e+00
scaffold134168-6527	4	7.166e-01	1.037e+00	2.713e+00	7.023e-01	5.070e-01	2.929e-01	5.987e+01	3.647e+01	6.982e+00	3.622e+00
scaffold134168-6682	4	7.537e-01	-2.519e+00	3.036e+00	4.067e-01	5.241e-01	2.853e-01	4.568e+01	3.746e+01	1.019e+01	3.720e+00
scaffold134168-8344	4	7.708e-01	9.482e+00	4.319e+00	2.815e-02	5.124e-01	2.832e-01	4.450e+01	3.580e+01	4.646e+00	3.599e+00
scaffold134168-10606	4	8.078e-01	-1.349e+00	3.814e+00	7.236e-01	5.284e-01	2.942e-01	2.468e+01	2.951e+01	6.762e+00	2.796e+00
scaffold134168-10845	4	7.867e-01	-1.909e+00	3.465e+00	5.817e-01	5.342e-01	2.774e-01	3.296e+01	3.256e+01	7.563e+00	3.591e+00
scaffold13424-11748	4	8.014e-01	9.715e-01	1.836e+00	5.966e-01	5.299e-01	2.868e-01	2.994e+01	3.438e+01	5.077e+00	3.227e+00
scaffold134363-19049	4	7.951e-01	1.489e+00	2.244e+00	5.071e-01	5.312e-01	2.846e-01	2.806e+01	3.107e+01	4.944e+00	2.725e+00
scaffold134540-4891	4	7.450e-01	3.755e+00	2.989e+00	2.090e-01	5.318e-01	2.849e-01	5.240e+01	3.575e+01	3.733e+00	3.330e+00
scaffold134540-10913	4	7.567e-01	4.648e+00	3.607e+00	1.976e-01	5.289e-01	2.828e-01	5.077e+01	3.568e+01	4.340e+00	3.347e+00
scaffold134692-4762	4	7.383e-01	5.032e+00	4.281e+00	2.398e-01	5.101e-01	2.887e-01	5.507e+01	3.646e+01	6.074e+00	3.569e+00
scaffold134780-1683	4	7.683e-01	-2.928e+00	3.622e+00	4.188e-01	5.056e-01	2.872e-01	4.576e+01	3.576e+01	9.712e+00	3.330e+00
scaffold134780-11094	4	7.946e-01	-2.691e+00	3.391e+00	4.274e-01	5.335e-01	2.829e-01	3.254e+01	3.296e+01	6.875e+00	3.190e+00
scaffold134784-12513	4	7.560e-01	2.377e+00	3.002e+00	4.284e-01	5.318e-01	2.874e-01	4.909e+01	3.816e+01	6.183e+00	3.860e+00
scaffold134798-7270	4	7.787e-01	5.805e+00	3.480e+00	9.535e-02	5.121e-01	2.917e-01	3.918e+01	3.634e+01	5.528e+00	3.363e+00
scaffold134904-13334	4	7.986e-01	2.453e+00	2.715e+00	3.664e-01	5.285e-01	2.863e-01	2.671e+01	3.078e+01	4.201e+00	2.727e+00
scaffold134916-1777	4	7.751e-01	3.231e+00	2.777e+00	2.447e-01	5.320e-01	2.819e-01	4.387e+01	3.489e+01	3.695e+00	3.224e+00
scaffold134916-1796	4	7.823e-01	6.627e+00	4.275e+00	1.211e-01	5.217e-01	2.889e-01	4.085e+01	3.361e+01	3.430e+00	3.056e+00
scaffold134916-1799	4	7.482e-01	4.407e+00	3.538e+00	2.128e-01	5.144e-01	2.889e-01	5.326e+01	3.621e+01	4.634e+00	3.483e+00
scaffold135000-117	4	7.326e-01	3.741e+00	3.362e+00	2.659e-01	5.208e-01	2.917e-01	5.728e+01	3.689e+01	5.969e+00	3.798e+00
scaffold135000-2421	4	7.672e-01	4.528e+00	3.599e+00	2.084e-01	5.222e-01	2.829e-01	4.350e+01	3.506e+01	5.741e+00	3.201e+00
scaffold13514-21157	4	6.729e-01	4.751e+00	4.110e+00	2.478e-01	5.018e-01	2.830e-01	6.782e+01	3.822e+01	6.300e+00	3.943e+00
scaffold13514-21159	4	7.842e-01	7.752e+00	4.115e+00	5.959e-02	5.446e-01	2.834e-01	4.047e+01	3.396e+01	3.465e+00	3.089e+00
scaffold13514-21164	4	7.492e-01	5.185e+00	3.595e+00	1.492e-01	5.233e-01	2.919e-01	5.418e+01	3.656e+01	4.933e+00	3.350e+00
scaffold13514-21170	4	7.716e-01	6.697e+00	3.881e+00	8.445e-02	5.199e-01	2.926e-01	4.300e+01	3.477e+01	4.517e+00	3.363e+00
scaffold135151-7234	4	8.003e-01	3.748e-01	2.748e+00	8.915e-01	5.367e-01	2.793e-01	2.697e+01	3.121e+01	5.675e+00	3.104e+00
scaffold135151-7249	4	7.854e-01	2.671e+00	2.527e+00	2.905e-01	5.433e-01	2.882e-01	3.947e+01	3.269e+01	5.701e+00	3.082e+00
scaffold13528-7759	4	7.942e-01	-1.532e-01	1.926e+00	9.366e-01	5.404e-01	2.843e-01	2.876e+01	3.100e+01	7.113e+00	3.107e+00
scaffold135298-5857	4	7.621e-01	7.047e+00	4.343e+00	1.046e-01	5.444e-01	2.846e-01	4.568e+01	3.497e+01	3.546e+00	3.182e+00
scaffold135311-20249	4	7.863e-01	7.174e+00	3.931e+00	6.800e-02	5.237e-01	2.854e-01	4.252e+01	3.538e+01	2.702e+00	3.368e+00
scaffold135316-1858	4	7.450e-01	7.998e+00	4.235e+00	5.897e-02	5.210e-01	2.867e-01	4.978e+01	3.655e+01	5.620e+00	3.840e+00
scaffold135377-8055	4	8.025e-01	-1.536e-01	2.683e+00	9.543e-01	5.478e-01	2.824e-01	2.821e+01	3.057e+01	7.732e+00	3.635e+00
scaffold135377-8062	4	7.958e-01	-8.388e-01	3.349e+00	8.022e-01	5.271e-01	2.949e-01	3.377e+01	3.395e+01	7.888e+00	3.242e+00
scaffold135377-8090	4	7.942e-01	-3.179e+00	2.900e+00	2.730e-01	5.283e-01	2.848e-01	3.401e+01	3.350e+01	1.073e+01	3.676e+00
scaffold135512-4222	4	8.018e-01	-5.573e-01	3.158e+00	8.599e-01	5.172e-01	2.920e-01	2.963e+01	3.142e+01	7.306e+00	3.069e+00
scaffold135512-7387	4	7.733e-01	1.355e+00	2.617e+00	6.046e-01	5.355e-01	2.899e-01	3.299e+01	3.295e+01	6.999e+00	3.491e+00
scaffold135517-1980	4	7.768e-01	6.212e+00	3.801e+00	1.022e-01	5.285e-01	2.878e-01	4.028e+01	3.365e+01	3.316e+00	3.165e+00
scaffold135532-10333	4	8.054e-01	3.375e+00	2.914e+00	2.468e-01	5.414e-01	2.837e-01	2.438e+01	2.924e+01	2.810e+00	2.743e+00
scaffold135532-10348	4	7.832e-01	3.359e+00	3.298e+00	3.085e-01	5.298e-01	2.851e-01	3.558e+01	3.250e+01	7.087e+00	3.218e+00
scaffold135569-1620	4	7.695e-01	5.522e+00	4.178e+00	1.862e-01	5.230e-01	2.864e-01	4.515e+01	3.368e+01	3.848e+00	3.253e+00
scaffold135569-6807	4	7.679e-01	9.649e+00	4.248e+00	2.313e-02	5.238e-01	2.883e-01	4.350e+01	3.523e+01	4.561e+00	3.511e+00
scaffold135569-6814	4	7.064e-01	9.167e-01	2.321e+00	6.929e-01	5.038e-01	2.887e-01	6.045e+01	3.678e+01	7.334e+00	3.658e+00
scaffold135717-3226	4	7.904e-01	6.362e+00	4.119e+00	1.224e-01	5.271e-01	2.831e-01	3.632e+01	3.170e+01	3.912e+00	3.029e+00
